docTokenBegin,text,ner,nerConfidences,title,clean_text,clean_text_others
5867,Monday,DATE,{'DATE': 0.99647618286421},the_red_headed_league,Monday,Monday
5879,Watson,PERSON,{'PERSON': 0.95701846524377},the_red_headed_league,John H. Watson,John H. Watson
5883,Holmes,PERSON,{'PERSON': 0.99294183709038},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
5929,Holmes,PERSON,{'PERSON': 0.93204181568491},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
6118,Sarasate,PERSON,{'PERSON': 0.87577880941951},the_red_headed_league,Sarasate,Sarasate
6122,St. James's Hall,LOCATION,{'LOCATION': 0.9746349306587},the_red_headed_league,St. James's Hall,St. James's Hall
6126,this afternoon,TIME,{'TIME': 0.95600575865113},the_red_headed_league,this afternoon,this afternoon
6139,Watson,PERSON,{'PERSON': 0.99641461191728},the_red_headed_league,John H. Watson,John H. Watson
6206,German,MISC,{'MISC': 0.99999690718921},the_red_headed_league,German,German
6220,Italian,MISC,{'MISC': 0.99998696887881},the_red_headed_league,Italian,Italian
6222,French,MISC,{'MISC': 0.99993400439333},the_red_headed_league,French,French
6246,Aldersgate,LOCATION,,the_red_headed_league,Aldersgate,Aldersgate
6255,Saxe-Coburg Square,LOCATION,{'LOCATION': 0.99483731080824},the_red_headed_league,Saxe-Coburg Square,Saxe-Coburg Square
6273,morning,TIME,{'TIME': 0.67355596726335},the_red_headed_league,morning,morning
6344,Jabez Wilson,PERSON,{'PERSON': 0.95252367784973},the_red_headed_league,Jabez Wilson,Jabez Wilson
6370,Sherlock Holmes,PERSON,{'PERSON': 0.98952611927529},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
6483,Holmes,PERSON,{'PERSON': 0.98779538107814},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
6528,Holmes,PERSON,{'PERSON': 0.99676782584301},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
6547,London,LOCATION,{'LOCATION': 0.99856562519848},the_red_headed_league,London,London
6583,Mr. Wilson,PERSON,,the_red_headed_league,Mr. Wilson,Mr. Wilson
6597,Red-headed League,MISC,{'MISC': 0.99934488652633},the_red_headed_league,Red-headed League,Red-headed League
6692,Saxe-Coburg Square,LOCATION,{'LOCATION': 0.99771087227786},the_red_headed_league,Saxe-Coburg Square,Saxe-Coburg Square
6725,Saxe-Coburg Square,LOCATION,{'LOCATION': 0.59784170965799},the_red_headed_league,Saxe-Coburg Square,Saxe-Coburg Square
6760,City,LOCATION,{'LOCATION': 0.70465597685337},the_red_headed_league,City,City
6843,Holmes,PERSON,{'PERSON': 0.9850874154057},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
6881,London,LOCATION,{'LOCATION': 0.98404085836758},the_red_headed_league,London,London
6885,Mortimer,PERSON,{'PERSON': 0.82479673485122},the_red_headed_league,Mortimer,Mortimer
6897,Coburg,LOCATION,{'LOCATION': 0.97733060616633},the_red_headed_league,Coburg,Coburg
6903,Suburban Bank,ORGANIZATION,{'ORGANIZATION': 0.97705630745714},the_red_headed_league,Suburban Bank,Suburban Bank
6907,Vegetarian Restaurant,MISC,{'MISC': 0.82373642834478},the_red_headed_league,Vegetarian Restaurant,Vegetarian Restaurant
6911,McFarlane,PERSON,{'PERSON': 0.96514963560333},the_red_headed_league,McFarlane,McFarlane
7056,Holmes,PERSON,{'PERSON': 0.86449805643362},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
7062,Holmes,PERSON,{'PERSON': 0.95942538890383},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
7241,St. James's Hall,ORGANIZATION,{'ORGANIZATION': 0.32390802041934},the_red_headed_league,St. James's Hall,St. James's Hall
7311,Coburg Square,LOCATION,{'LOCATION': 0.99697413043566},the_red_headed_league,Coburg Square,Coburg Square
7351,Saturday,DATE,{'DATE': 0.98602260356734},the_red_headed_league,Saturday,Saturday
7385,Baker Street,LOCATION,{'LOCATION': 0.98773323235445},the_red_headed_league,Baker Street,Baker Street
7467,Sherlock Holmes,PERSON,{'PERSON': 0.99592318012529},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
7531,Kensington,LOCATION,{'LOCATION': 0.92765030991403},the_red_headed_league,Kensington,Kensington
7551,Encyclopaedia,MISC,{'MISC': 0.97252670196165},the_red_headed_league,Encyclopaedia,Encyclopaedia
7558,Saxe-Coburg Square,LOCATION,{'LOCATION': 0.97294383983793},the_red_headed_league,Saxe-Coburg Square,Saxe-Coburg Square
7605,Holmes,PERSON,{'PERSON': 0.89695660475676},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
7671,Park,LOCATION,{'LOCATION': 0.60340153265025},the_red_headed_league,Park,Park
7676,Oxford Street,LOCATION,{'LOCATION': 0.95596160960125},the_red_headed_league,Oxford Street,Oxford Street
7679,Baker Street,LOCATION,{'LOCATION': 0.99102225336024},the_red_headed_league,Baker Street,Baker Street
7711,Holmes,PERSON,{'PERSON': 0.98641725396482},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
7725,Peter Jones,PERSON,{'PERSON': 0.99990432305863},the_red_headed_league,Peter Jones,Peter Jones
7769,Holmes,PERSON,{'PERSON': 0.97263382639375},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
7788,Watson,PERSON,{'PERSON': 0.97833441366585},the_red_headed_league,John H. Watson,John H. Watson
7794,Mr. Jones,PERSON,,the_red_headed_league,Mr. Jones,other
7798,Scotland Yard,LOCATION,{'LOCATION': 0.93970270478189},the_red_headed_league,Scotland Yard,Scotland Yard
7806,Mr. Merryweather,PERSON,,the_red_headed_league,Mr. Merryweather,Mr. Merryweather
7838,Jones,PERSON,{'PERSON': 0.99774934520104},the_red_headed_league,Athelney Jones ,Athelney Jones 
7893,Mr. Merryweather,PERSON,,the_red_headed_league,Mr. Merryweather,Mr. Merryweather
7904,Mr. Holmes,PERSON,,the_red_headed_league,Sherlock Holmes,Sherlock Holmes
7977,Agra,LOCATION,{'LOCATION': 0.83137313891871},the_red_headed_league,Agra,Agra
8000,Mr. Jones,PERSON,,the_red_headed_league,Mr. Jones,other
8030,Saturday,DATE,{'DATE': 0.9971649540802},the_red_headed_league,Saturday,Saturday
8031,night,TIME,{'TIME': 0.9188952242537},the_red_headed_league,night,night
8057,Sherlock Holmes,PERSON,{'PERSON': 0.99975788813583},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
8091,Mr. Merryweather,PERSON,,the_red_headed_league,Mr. Merryweather,Mr. Merryweather
8106,Jones,PERSON,{'PERSON': 0.976065953112},the_red_headed_league,Athelney Jones ,Athelney Jones 
8124,John Clay,PERSON,{'PERSON': 0.99984677362034},the_red_headed_league,John Clay,John Clay
8143,Mr. Merryweather,PERSON,,the_red_headed_league,Mr. Merryweather,Mr. Merryweather
8170,London,LOCATION,{'LOCATION': 0.99818375445668},the_red_headed_league,London,London
8180,John Clay,PERSON,{'PERSON': 0.99986122554574},the_red_headed_league,John Clay,John Clay
8196,Eton,LOCATION,{'ORGANIZATION': 0.52559182949605},the_red_headed_league,Eton,Eton
8198,Oxford,LOCATION,{'LOCATION': 0.82078329970438},the_red_headed_league,Oxford,Oxford
8236,Scotland,LOCATION,{'LOCATION': 0.99707185224507},the_red_headed_league,Scotland,Scotland
8249,Cornwall,LOCATION,{'LOCATION': 0.95539752190967},the_red_headed_league,Cornwall,Cornwall
8297,Mr. John Clay,PERSON,,the_red_headed_league,John Clay,John Clay
8339,Watson,PERSON,{'PERSON': 0.98577672470652},the_red_headed_league,John H. Watson,John H. Watson
8349,Sherlock Holmes,PERSON,{'PERSON': 0.99956322966748},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
8374,afternoon,TIME,{'TIME': 0.6191419802436},the_red_headed_league,afternoon,afternoon
8391,Farrington Street,LOCATION,{'LOCATION': 0.97097497293679},the_red_headed_league,Farrington Street,Farrington Street
8409,Merryweather,PERSON,{'PERSON': 0.96189394639524},the_red_headed_league,Mr. Merryweather,Mr. Merryweather
8429,Jones,PERSON,{'PERSON': 0.98702632461232},the_red_headed_league,Athelney Jones ,Athelney Jones 
8503,morning,TIME,{'TIME': 0.62265685411399},the_red_headed_league,morning,morning
8516,Mr. Merryweather,PERSON,,the_red_headed_league,Mr. Merryweather,Mr. Merryweather
8575,Mr. Merryweather,PERSON,,the_red_headed_league,Mr. Merryweather,Mr. Merryweather
8633,Holmes,PERSON,{'PERSON': 0.98880414875065},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
8653,Mr. Merryweather,PERSON,,the_red_headed_league,Mr. Merryweather,Mr. Merryweather
8702,Holmes,PERSON,{'PERSON': 0.99129034076429},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
8743,Mr. Merryweather,PERSON,,the_red_headed_league,Mr. Merryweather,Mr. Merryweather
8761,Holmes,PERSON,{'PERSON': 0.97788801813465},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
8894,London,LOCATION,{'LOCATION': 0.99378738490263},the_red_headed_league,London,London
8897,Mr. Merryweather,PERSON,,the_red_headed_league,Mr. Merryweather,Mr. Merryweather
8921,London,LOCATION,{'LOCATION': 0.9892659922558},the_red_headed_league,London,London
8938,French,MISC,{'MISC': 0.99999894886052},the_red_headed_league,French,French
8964,French,MISC,{'MISC': 0.99998714618872},the_red_headed_league,French,French
8990,Bank of France,LOCATION,{'ORGANIZATION': 0.76764636777577},the_red_headed_league,Bank of France,Bank of France
9074,Holmes,PERSON,{'PERSON': 0.95142005484461},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
9105,Mr. Merryweather,PERSON,,the_red_headed_league,Mr. Merryweather,Mr. Merryweather
9258,Watson,PERSON,{'PERSON': 0.93904409607833},the_red_headed_league,John H. Watson,John H. Watson
9288,Holmes,PERSON,{'PERSON': 0.98629075665651},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
9386,Holmes,PERSON,{'PERSON': 0.95914818665761},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
9396,Saxe-Coburg Square,LOCATION,{'LOCATION': 0.99889631431654},the_red_headed_league,Saxe-Coburg Square,Saxe-Coburg Square
9412,Jones,PERSON,{'PERSON': 0.99607332007288},the_red_headed_league,Athelney Jones ,Athelney Jones 
9549,Jones,PERSON,{'PERSON': 0.92969819405988},the_red_headed_league,Athelney Jones ,Athelney Jones 
9853,Archie,PERSON,{'PERSON': 0.97468738982975},the_red_headed_league,Archie,Archie
9865,Sherlock Holmes,PERSON,{'PERSON': 0.99935926660734},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
9894,Jones,PERSON,{'PERSON': 0.99437677082588},the_red_headed_league,Athelney Jones ,Athelney Jones 
9911,Holmes,PERSON,{'PERSON': 0.99581717135611},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
9938,John Clay,PERSON,{'PERSON': 0.99992858885598},the_red_headed_league,John Clay,John Clay
9943,Holmes,PERSON,{'PERSON': 0.98418349987992},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
10005,Holmes,PERSON,{'PERSON': 0.98683308409786},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
10034,Holmes,PERSON,{'PERSON': 0.99483696424649},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
10061,Jones,PERSON,{'PERSON': 0.99303930521186},the_red_headed_league,Athelney Jones ,Athelney Jones 
10154,Jones,PERSON,{'PERSON': 0.98808617514814},the_red_headed_league,Athelney Jones ,Athelney Jones 
10198,John Clay,PERSON,{'PERSON': 0.99975256241094},the_red_headed_league,John Clay,John Clay
10226,Mr. Holmes,PERSON,,the_red_headed_league,Sherlock Holmes,Sherlock Holmes
10231,Mr. Merryweather,PERSON,,the_red_headed_league,Mr. Merryweather,Mr. Merryweather
10304,Mr. John Clay,PERSON,,the_red_headed_league,John Clay,John Clay
10310,Holmes,PERSON,{'PERSON': 0.98454072462539},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
10361,Red-headed League,MISC,{'MISC': 0.99933336732205},the_red_headed_league,Red-headed League,Red-headed League
10371,Watson,PERSON,{'PERSON': 0.95847917155154},the_red_headed_league,John H. Watson,John H. Watson
10382,morning,TIME,{'TIME': 0.63284104341128},the_red_headed_league,morning,morning
10394,Baker Street,LOCATION,{'LOCATION': 0.99776095504379},the_red_headed_league,Baker Street,Baker Street
10420,League,MISC,{'MISC': 0.89919134062131},the_red_headed_league,League,League
10480,Clay,PERSON,{'PERSON': 0.89251014667359},the_red_headed_league,John Clay,John Clay
10736,London,LOCATION,{'LOCATION': 0.99929897140577},the_red_headed_league,London,London
10924,Suburban Bank,ORGANIZATION,{'ORGANIZATION': 0.92222287904791},the_red_headed_league,Suburban Bank,Suburban Bank
10952,Scotland Yard,LOCATION,{'LOCATION': 0.71964568196558},the_red_headed_league,Scotland Yard,Scotland Yard
10999,League,MISC,{'MISC': 0.73424227913912},the_red_headed_league,League,League
11011,Mr. Jabez Wilson,PERSON,,the_red_headed_league,Jabez Wilson,Jabez Wilson
11218,Gustave Flaubert,PERSON,{'PERSON': 0.99996451647674},the_red_headed_league,Gustave Flaubert,Gustave Flaubert
11222,George Sand,PERSON,{'PERSON': 0.75523118064},the_red_headed_league,George Sand,George Sand
10,August,DATE,{'DATE': 0.99079057524591},his_last_bow_an_epilogue_of_sherlock_holmes,August,August
15,August,DATE,{'DATE': 0.95889299514137},his_last_bow_an_epilogue_of_sherlock_holmes,August,August
105,Germans,MISC,{'MISC': 0.99994155534538},his_last_bow_an_epilogue_of_sherlock_holmes,Germans,Germans
149,Von Bork,PERSON,{'PERSON': 0.95267601055544},his_last_bow_an_epilogue_of_sherlock_holmes,Von Bork,Von Bork
208,Von Bork,PERSON,{'PERSON': 0.93812669534453},his_last_bow_an_epilogue_of_sherlock_holmes,Von Bork,Von Bork
225,Kaiser,PERSON,{'PERSON': 0.59191085423693},his_last_bow_an_epilogue_of_sherlock_holmes,Kaiser,other
238,English,MISC,{'MISC': 0.99999628395241},his_last_bow_an_epilogue_of_sherlock_holmes,English,English
289,Baron Von Herling,PERSON,{'PERSON': 0.99817216046543},his_last_bow_an_epilogue_of_sherlock_holmes,Baron Von Herling,other
323,London,LOCATION,{'LOCATION': 0.99527653378363},his_last_bow_an_epilogue_of_sherlock_holmes,London,London
343,Berlin,LOCATION,{'LOCATION': 0.99983825802097},his_last_bow_an_epilogue_of_sherlock_holmes,Berlin,Berlin
362,Von Bork,PERSON,{'PERSON': 0.99815462726298},his_last_bow_an_epilogue_of_sherlock_holmes,Von Bork,Von Bork
432,Von Bork,PERSON,{'PERSON': 0.9273498623317},his_last_bow_an_epilogue_of_sherlock_holmes,Von Bork,Von Bork
570,Von Bork,PERSON,{'PERSON': 0.98833131295755},his_last_bow_an_epilogue_of_sherlock_holmes,Von Bork,Von Bork
582,British,MISC,{'MISC': 0.96568156444519},his_last_bow_an_epilogue_of_sherlock_holmes,British,British
638,week-end,DATE,{'DATE': 0.61694023047279},his_last_bow_an_epilogue_of_sherlock_holmes,week-end,week-end
658,Von Bork,PERSON,{'PERSON': 0.97518412691319},his_last_bow_an_epilogue_of_sherlock_holmes,Von Bork,Von Bork
687,Berlin,LOCATION,{'LOCATION': 0.99906056424675},his_last_bow_an_epilogue_of_sherlock_holmes,Berlin,Berlin
750,British,MISC,{'MISC': 0.9999411106116},his_last_bow_an_epilogue_of_sherlock_holmes,British,British
856,Olympia,LOCATION,{'LOCATION': 0.75899568862974},his_last_bow_an_epilogue_of_sherlock_holmes,Olympia,Olympia
900,German,MISC,{'MISC': 0.99999780465398},his_last_bow_an_epilogue_of_sherlock_holmes,German,German
944,England,LOCATION,{'LOCATION': 0.99982714605512},his_last_bow_an_epilogue_of_sherlock_holmes,England,England
958,Europe,LOCATION,{'LOCATION': 0.99900668800792},his_last_bow_an_epilogue_of_sherlock_holmes,Europe,Europe
964,Von Bork,PERSON,{'PERSON': 0.95900184587339},his_last_bow_an_epilogue_of_sherlock_holmes,Von Bork,Von Bork
975,Baron,PERSON,{'PERSON': 0.87490001519029},his_last_bow_an_epilogue_of_sherlock_holmes,Baron,other
1024,Von Bork,PERSON,{'PERSON': 0.96065166451123},his_last_bow_an_epilogue_of_sherlock_holmes,Von Bork,Von Bork
1111,Flushing,LOCATION,{'LOCATION': 0.76305181450066},his_last_bow_an_epilogue_of_sherlock_holmes,Flushing,Flushing
1177,England,LOCATION,{'LOCATION': 0.9976667892001},his_last_bow_an_epilogue_of_sherlock_holmes,England,England
1180,France,LOCATION,{'LOCATION': 0.99821760971094},his_last_bow_an_epilogue_of_sherlock_holmes,France,France
1200,Belgium,LOCATION,{'LOCATION': 0.94066905823918},his_last_bow_an_epilogue_of_sherlock_holmes,Belgium,Belgium
1207,Belgium,LOCATION,{'LOCATION': 0.99645608804794},his_last_bow_an_epilogue_of_sherlock_holmes,Belgium,Belgium
1212,Von Bork,PERSON,{'PERSON': 0.99476753205358},his_last_bow_an_epilogue_of_sherlock_holmes,Von Bork,Von Bork
1284,England,LOCATION,{'LOCATION': 0.99289526994186},his_last_bow_an_epilogue_of_sherlock_holmes,England,England
1326,Times,ORGANIZATION,{'ORGANIZATION': 0.78251311728832},his_last_bow_an_epilogue_of_sherlock_holmes,Times,Times
1411,England,LOCATION,{'LOCATION': 0.99130860668616},his_last_bow_an_epilogue_of_sherlock_holmes,England,England
1428,Irish,MISC,{'MISC': 0.99995976086603},his_last_bow_an_epilogue_of_sherlock_holmes,Irish,Irish
1435,Furies,MISC,{'MISC': 0.43239067363348},his_last_bow_an_epilogue_of_sherlock_holmes,Furies,Furies
1480,England,LOCATION,{'LOCATION': 0.99203191398615},his_last_bow_an_epilogue_of_sherlock_holmes,England,England
1503,Mr. John Bull,PERSON,,his_last_bow_an_epilogue_of_sherlock_holmes,Mr. John Bull,other
1626,Von Bork,PERSON,{'PERSON': 0.92473358674487},his_last_bow_an_epilogue_of_sherlock_holmes,Von Bork,Von Bork
1746,Egypt,LOCATION,{'LOCATION': 0.95376456286366},his_last_bow_an_epilogue_of_sherlock_holmes,Egypt,Egypt
1750,Portsmouth,LOCATION,{'LOCATION': 0.84077936287069},his_last_bow_an_epilogue_of_sherlock_holmes,Portsmouth,Portsmouth
1804,Baron,PERSON,{'PERSON': 0.90441008172154},his_last_bow_an_epilogue_of_sherlock_holmes,Baron,other
1850,Naval Signals,MISC,{'MISC': 0.50620325367797},his_last_bow_an_epilogue_of_sherlock_holmes,Naval Signals,Naval Signals
1915,Altamont,LOCATION,{'LOCATION': 0.48915756944001},his_last_bow_an_epilogue_of_sherlock_holmes,Altamont,Altamont
1959,Carlton Terrace,LOCATION,{'LOCATION': 0.98780095092588},his_last_bow_an_epilogue_of_sherlock_holmes,Carlton Terrace,Carlton Terrace
1987,Altamont,LOCATION,{'LOCATION': 0.65327554780309},his_last_bow_an_epilogue_of_sherlock_holmes,Altamont,Altamont
1993,Von Bork,PERSON,{'PERSON': 0.98486294058819},his_last_bow_an_epilogue_of_sherlock_holmes,Von Bork,Von Bork
2085,Portsmouth,LOCATION,{'LOCATION': 0.97540536039184},his_last_bow_an_epilogue_of_sherlock_holmes,Portsmouth,Portsmouth
2153,Altamont,LOCATION,{'LOCATION': 0.67770269434709},his_last_bow_an_epilogue_of_sherlock_holmes,Altamont,Altamont
2195,Junker,PERSON,{'PERSON': 0.91239001989812},his_last_bow_an_epilogue_of_sherlock_holmes,Junker,other
2204,England,LOCATION,{'LOCATION': 0.99934932686732},his_last_bow_an_epilogue_of_sherlock_holmes,England,England
2211,Irish-American,MISC,{'MISC': 0.99089144938188},his_last_bow_an_epilogue_of_sherlock_holmes,Irish-American,Irish-American
2220,Irish-American,MISC,{'MISC': 0.98055667036372},his_last_bow_an_epilogue_of_sherlock_holmes,Irish-American,Irish-American
2257,English,MISC,{'MISC': 0.9999541451828},his_last_bow_an_epilogue_of_sherlock_holmes,English,English
2263,English,MISC,{'MISC': 0.99999163285496},his_last_bow_an_epilogue_of_sherlock_holmes,English,English
2316,Duke of York,ORGANIZATION,{'ORGANIZATION': 0.47073107233407},his_last_bow_an_epilogue_of_sherlock_holmes,Duke of York,Duke of York
2331,England,LOCATION,{'LOCATION': 0.99977742148006},his_last_bow_an_epilogue_of_sherlock_holmes,England,England
2382,Altamont,LOCATION,{'LOCATION': 0.80951047008584},his_last_bow_an_epilogue_of_sherlock_holmes,Altamont,Altamont
2461,Harwich,LOCATION,{'LOCATION': 0.90403618849157},his_last_bow_an_epilogue_of_sherlock_holmes,Harwich,Harwich
2497,English,MISC,{'MISC': 0.99997950461929},his_last_bow_an_epilogue_of_sherlock_holmes,English,English
2520,Zeppelin,ORGANIZATION,{'ORGANIZATION': 0.73721016157366},his_last_bow_an_epilogue_of_sherlock_holmes,Zeppelin,Zeppelin
2597,Martha,PERSON,{'PERSON': 0.98754817780187},his_last_bow_an_epilogue_of_sherlock_holmes,Martha,Martha
2641,Von Bork,PERSON,{'PERSON': 0.99152267075157},his_last_bow_an_epilogue_of_sherlock_holmes,Von Bork,Von Bork
2694,European,MISC,{'MISC': 0.99992558510232},his_last_bow_an_epilogue_of_sherlock_holmes,European,European
2715,Ford,ORGANIZATION,{'ORGANIZATION': 0.7049462140186},his_last_bow_an_epilogue_of_sherlock_holmes,Ford,Ford
2722,Von Bork,PERSON,{'PERSON': 0.96398039264439},his_last_bow_an_epilogue_of_sherlock_holmes,Von Bork,Von Bork
